NAME,LABEL,Z
ZTF20acxzqyp,SN Ia,0.03
ZTF21aakildf,SN Ia,0.081
ZTF21aaaoviv,SN Ia,0.065883
ZTF21aalkknw,SN Ia,0.1
ZTF21aajtsba,SN Ia-91T-like,0.07
ZTF21aakyqkb,SN Ia,0.07
ZTF21aagoliy,SN Ia,0.07484
ZTF21aalyvyw,SN Ia,0.062128
ZTF21aalcsng,SN Ia,0.053642
ZTF21aagtqna,SN II,0.02349
ZTF21aaheulr,SN Ia,0.034
ZTF21aalinof,SN Ia,0.020165
ZTF21aagsysd,SN II,0.025
ZTF21aaahtln,SN Ia,0.076427
ZTF20acvjlev,SN II,0.028034
ZTF20acugxbm,SN Ia,0.026218
ZTF21aahkvem,SN Ia,0.07
ZTF21aaiaqhh,SN II,0.0207
ZTF21aagmqic,SN Ia,0.055
ZTF21aagqdvr,SN Iax[02cx-like],0.058
ZTF21aaaewsb,SN Ia,0.068
ZTF20acytfkf,SN II,0.04
ZTF20acwomqh,SN Ia,0.0686
ZTF21aahtmlu,SN Ia,0.07
ZTF21aagsihi,SN Ia,0.0237
ZTF18aannern,SN Ia,0.033296
ZTF21aacxung,SN Ia,0.046118
ZTF21aaabwem,SN IIP,0.03179
ZTF20aczfwjj,SN Ia,0.042
ZTF21aajmkrd,SN Ia,0.049405
ZTF21aakybgi,SN Ia,0.036705
ZTF21aaksblr,SN Ia,0.08
ZTF21aahsqng,SN Ia,0.057
ZTF21aajfpwk,SN Ia,0.079139
ZTF21aakvhtz,SN Ia,0.09
ZTF20ackgsov,AGN,-1.0
ZTF21aalxpnl,SN Ia,0.081759
ZTF21aajuerd,SN Ia,0.069197
ZTF21aakigqr,SN II,0.066866
ZTF21aahzspd,SN Ia,0.11
ZTF21aahnkut,SN Ia,0.07
ZTF21aaglgcb,SN Ia,0.07
ZTF20acvdfmw,SN II-pec,0.04
ZTF19adajybt,SLSN-I,0.39
ZTF19adaivcf,SLSN-I,0.37
ZTF19ackjrru,SLSN-I,0.1647
ZTF19aayejww,SN Icn,0.0641
ZTF18aadlaxo,SN Ia,0.052953
ZTF21aaiimkv,SN Ia,0.040508
ZTF21aahargb,SN Ia,0.07
ZTF21aalimtr,SN Ia,0.051344
ZTF20aczgmai,SN IIn,0.042843
ZTF21aacpasn,SN Ia,0.05
ZTF21aaabrpu,SN IIb,0.027172
ZTF20adadrhw,SN Ic,0.0075050001
ZTF20actqnhg,SN IIb,0.031
ZTF20acpgnej,SN Ia,0.032249
ZTF20acxncha,SN Ia,0.048
ZTF20acynllu,SN Ia,0.053
ZTF20acwujgz,SN Ia,0.07
ZTF20acuosvy,SN Ia,0.008076
ZTF20actskcf,SN Ia,0.028023
ZTF20actpqgc,SN Ic,0.0327790007
ZTF20acufmte,SN II,0.03
ZTF20acrcewc,SN Ia,0.0239669997
ZTF20actiymd,SN Ia,0.0394340008
ZTF20acrerzb,SN Ia,0.07
ZTF20acqzpta,SN Ia,0.07135
ZTF20acpjcoe,SN Ia,0.04
ZTF20acqksdi,SN Ia,0.03726
ZTF20acpiywu,SN Ia,0.019607
ZTF20acphdbu,SN Ia,0.04136
ZTF20acplhku,SN Ia,0.074
ZTF20acpqbfu,SN II,0.035
ZTF21aagolqa,SN Ia,0.1
ZTF21aacvhsc,SN Ia,0.017
ZTF21aabhxxj,SN Ia,0.05
ZTF21aabhqng,SN Ia,0.089
ZTF21aaateuz,SN Ia,0.083
ZTF21aaafjad,SN Ia-91T-like,0.111
ZTF21aaabtyq,SN Ia,0.051295
ZTF21aaabviz,SN Ia,0.06
ZTF20acxpvhu,SN Ia,0.09
ZTF20acwxbyr,SN Ia,0.086093
ZTF20acvagdq,SN Ia,0.035428
ZTF20acrdemq,SN Ia,0.07
ZTF20acqexmr,SN II,0.015
ZTF20acowddo,SN Ia,0.073
ZTF18abaeqpf,SN II,0.0475
ZTF21aagygzv,SN Ia,0.08
ZTF21aaabaey,SN Ia,0.06569
ZTF20actfoxr,SN Ia,0.06
ZTF21aaihala,SN Ia,0.019
ZTF21aaglxow,SN Ia,0.074
ZTF21aaaouyd,SN I,0.06127
ZTF20acujaft,SN Ia,0.08
ZTF20acrzuko,SN I,0.06
ZTF20acouofb,SN II,0.026932
ZTF20acqvgav,SN Ia,0.1
ZTF20acpkzxq,SN Ia,0.09
ZTF20acoyvdg,SN Ia,0.09
ZTF20acoykif,SN Ia,0.086
ZTF21aagtpyw,SN Ia,0.076
ZTF21aagyvtq,SN Ia,0.105047
ZTF21aagyrvh,SN Ia,0.061207
ZTF21aagyhax,SN Ia,0.077564
ZTF21aagtoic,SN Ia,0.09
ZTF21aafkgvj,SN Ia,0.06
ZTF21aabvdjw,SN Ia,0.092
ZTF21aacwleg,SN II,0.03
ZTF20acyntiu,SN Ia,0.11
ZTF21aagtpro,SN Ic-BL,0.04
ZTF21aahfjbs,SN Ia-pec,0.073
ZTF20aceokvr,SN IIn,0.115
ZTF18abmeehs,CV,-1.0
ZTF21aagyscx,SN Ia,0.06
ZTF21aagtexi,SN Ia,0.08
ZTF21aagmzio,SN Ia,0.07
ZTF21aagtqug,SN Ia-91bg-like,0.019
ZTF20aciidkb,SN Ia,0.12
ZTF20acbnoqi,SN Ia,0.08
ZTF20aasuiks,SLSN-II,0.16
ZTF21aaixlfe,SN Ia,0.034014
ZTF21aafepon,SN II,0.011791
ZTF21aahdpqu,SN Ia,0.07
ZTF21aagycmk,SN Ia,0.08
ZTF21aagtqpn,SN II,0.036
ZTF21aaaosoq,SN Ic,0.031517
ZTF21aaagypx,SN IIP,0.02706
ZTF20aczgvfe,SN II,0.04
ZTF20acpbdvm,SN II,0.07389
ZTF21aahaksd,SN Ia,0.031939
ZTF21aaglrfh,SN Ia,0.07
ZTF21aagmoqw,SN Ia,0.0554
ZTF21aaekmoy,SN Ia,0.080003
ZTF21aaabucr,SN Ia,0.07
ZTF21aagydov,SN Ia,0.0646
ZTF21aaglret,SN Ia,0.063
ZTF21aagkhwf,SN Ia,0.08
ZTF21aafdxca,SN Ia,0.006531
ZTF18aafzers,SN Ia-pec,0.048708
ZTF21aaespww,SN Ia,0.05
ZTF21aaeoqxf,SN II,0.022
ZTF20acxqspl,SN Ia,0.102
ZTF20achupkw,SLSN-II,0.3836
ZTF20aaurzyt,SLSN-II,0.149
ZTF21aagqbvp,SN II,0.032438
ZTF21aagyewh,SN Ia,0.051646
ZTF21aacsuwx,SN Ia,0.067
ZTF20acxtgek,SN II,0.021595
ZTF20acwofhd,SN Ic,0.032816
ZTF20acusylb,SN IIn,0.081828
ZTF20aciwcuz,SN II,0.061195
ZTF20acveyyv,SN IIn,0.193
ZTF21aagoeny,SN Ia,0.055
ZTF18abrbywo,SN Ia,0.0435
ZTF21aagycrc,SN Ia,0.068
ZTF21aagvmqr,SN Ia,0.035521
ZTF21aafkpnp,SN Ia,0.08
ZTF21aadebss,SN Ia,0.08
ZTF21aagqcnl,SN Ia,0.021515
ZTF21aaebkmj,SN Ia,0.11
ZTF21aaahyjj,SN Ia-91T-like,0.095
ZTF21aaabxbd,SN IIn,0.07593
ZTF21aaadiap,SN Ia,0.0454
ZTF20acuoxrx,SN Ia,0.034407
ZTF19acbwmqd,SN IIP,0.037
ZTF21aaekkbv,SN Ia,0.07
ZTF18actabws,CV,-1.0
ZTF20aczgoml,SN Ia-91T-like,0.0453189984
ZTF20acvcpau,SLSN-I,0.226
ZTF20acxmxth,SN Ia,0.04
ZTF20acxsxac,SN Ia,0.045795
ZTF20acptgfl,SN IIP,0.0368
ZTF18acuavde,AGN,0.094
ZTF21aagqcfs,SN Ia,0.023
ZTF21aadkuko,SN Ia,0.08
ZTF20acwytxn,TDE,-1.0
ZTF21aadrtqz,SN Ia,0.058
ZTF21aafkktu,SN II,0.031
ZTF21aafjjee,SN Ia,0.04918
ZTF21aadatfg,SN Ic-BL,0.05
ZTF20acyvbhj,SN Ia,0.07848
ZTF21aaabuoj,SN Ia,0.07
ZTF20acpxvez,SN Ia,0.051
ZTF21aaagzee,SN Ia,0.06
ZTF20acxqnhn,SN Ia-pec,0.083
ZTF21aadzuil,SN Ia,0.067496
ZTF21aadkgpm,SN Ia,0.06
ZTF21aackkcp,SN Ia,0.08
ZTF21aabvqlo,SN Ia,0.080178
ZTF21aabgdda,SN Ia,0.09562
ZTF18aajjhkq,SN Ia,0.07
ZTF21aaabzap,SN Ia,0.086532
ZTF20acxooam,SN Ia,0.09
ZTF20acngnrs,SN IIP,0.069
ZTF21aadalct,SN Ia,0.046729
ZTF20actpatx,SN Ia,0.0695761
ZTF21aadktwq,SN Ia,0.0653
ZTF21aaaytny,SN Ia,0.0459
ZTF21aaaadmo,SN Ia,0.044
ZTF21aaabzsj,SN Ia,0.057352
ZTF20aczgjdx,SN Ia,0.03394
ZTF20acxzkkf,SN Ia,0.043245
ZTF20acxbnjd,SN Ia,0.1
ZTF20acwoamm,SN Ia,0.067
ZTF20acusqsp,SN Ia,0.062
ZTF21aaasxel,SN Ia,0.088
ZTF21aacscvb,SN Ia,0.07
ZTF21aabyqps,SN Ia,0.07
ZTF21aaahuox,SN Ia,0.07378
ZTF21aabcyvd,SN Ia,0.028143
ZTF21aaaosmn,SN Ia,0.0375
ZTF20acywbes,SN Ia,0.0450769998
ZTF20acyyavb,SN Ia,0.048
ZTF21aaaadvr,SN II,0.0166
ZTF21aaavhbu,SN Ia,0.0767
ZTF21aadkhte,SN II,0.046
ZTF20acudkao,SN Ia,0.0383060016
ZTF21aaarmhs,CV,0.0
ZTF21aabygea,SN II,0.019
ZTF21aaazieb,SN Ia,0.03838547
ZTF21aaafgmv,SN Ia,0.079
ZTF21aaabwfl,SN Ia,0.07
ZTF20aczsjzc,SN Ia,0.07711
ZTF20adadffg,SN Ia,0.05
ZTF21aaaldio,SN Ia,0.05
ZTF21aaabvit,SN Ia,0.002388
ZTF20acwytht,SN IIP,0.033707
ZTF20acwkvgj,SN Ia,0.06
ZTF20actoakx,SN Ia,0.03
ZTF20acyvzbr,SN Ia,0.05456
ZTF20acdqjeq,SN Iax[02cx-like],0.017222
ZTF21aaarmti,SLSN-I,0.193
ZTF20acxpurh,SN Ia,0.06
ZTF20actljfs,SN Ia,0.06
ZTF20acrhrcy,SN Ia,0.1
ZTF21aabpszb,SN Ia,0.016348
ZTF21aabjfbc,SN II,-1.0
ZTF20adagenq,SN Ia,0.0244
ZTF20acnzkxb,SN II,0.02690421
ZTF21aabgpub,Other,-1.0
ZTF21aaafzwx,SN Ia,0.08
ZTF20acuhgar,SN II,0.053
ZTF21aaaotku,SN Ia,0.087927
ZTF21aaabvkj,SN Ia,0.077146
ZTF21aaabubo,SN Ia,0.08
ZTF20adaftef,SN Ia,0.084025
ZTF20acwozwz,SN Ia,0.06
ZTF21aaaecrv,SN Ia,0.078
ZTF21aaabvjk,SN Ia,0.016385
ZTF21aaaajfe,SN Ia,0.05
ZTF20acyrodl,SN Ia,0.049024
ZTF20adadshh,SN Ia,0.024682
ZTF20adadlqm,SN II,0.021001
ZTF20aczacag,SN Ia,0.04106478941915
ZTF20acyybwo,SN Ia,0.071378
ZTF20acxqxyw,SN Ib,0.047
ZTF20acyzsol,SN Ia,0.05
ZTF20acytgxf,SN II,0.022
ZTF20acvebcu,SN Ib,-1.0
ZTF20adadsgm,SN Ia,0.043947
ZTF20acywefl,SN Ia,0.058596
ZTF20acwyoxc,SN Ia,0.07551
ZTF20acwpixx,SN Ia,0.077451
ZTF20actquzl,SN II,0.04
ZTF20actddoh,SN Ia,0.01525
ZTF20acpklpq,SN Ia,0.09
ZTF20aczgvcg,SN Ia,0.051
ZTF20acynlkj,SN Ia,0.055008
ZTF18aaisqmw,SN Ia,0.0527
ZTF20acxbbaj,SN Ia,0.06
ZTF20acxvvnf,SN Ia,0.05
ZTF20acxtewc,SN Ia,0.0363
ZTF20acxcxkz,SN Ia,0.055
ZTF20acwxrgp,SN II,0.0231
ZTF20acwombm,SN Ia,0.124
ZTF20acwdnbw,SN Ia,0.07
ZTF20actveqm,SN Ia,0.111
ZTF20actpbck,SN Ia,0.06
ZTF20actrovz,SN Ia,0.09
ZTF20acrinvz,SN IIP,0.045
ZTF20acppsay,SN Ia,0.1
ZTF20acpvbbh,SN II,0.043
ZTF20acobxlz,SN Ia-91T-like,0.09
ZTF20acobvxk,SN Ia,0.08
ZTF20acogesf,SN Ia,0.06
ZTF20acmddof,SN Ia,0.06
ZTF20aciuapp,SN I,0.06
ZTF20acinaeq,SN Ia,0.108
ZTF20abykfsr,SN II,0.03
ZTF20abpuwxl,SLSN-I,0.27
ZTF20acuzlib,SN Ia,0.08
ZTF20acuimtq,SN Ia,0.069
ZTF20actawpa,SN II,0.025
ZTF20acpwjus,SN Ia-91T-like,0.075
ZTF20acpkqhq,SN Ia,0.09
ZTF20acoxmsr,SN Ia,0.071
ZTF20achkgng,SN Ia,0.1
ZTF20acogywb,SN Ia,0.006758
ZTF20acwcqnv,SN Ia,0.09
ZTF20actnuls,SN II,0.030371
ZTF20acknpig,SN II,0.024377
ZTF18aahfbqp,SN Ia,0.041362
ZTF20acwcfvx,SN Ia,0.077
ZTF20acuoclk,SN Ia,0.082
ZTF20acuzjqk,SN Ia,0.07
ZTF20acpyldh,SLSN-I,0.219
ZTF20actvlbq,SN Ia,0.083038
ZTF20acpkses,SN II,0.045
ZTF20acpwlvw,SN,0.09
ZTF20acowuix,SN Ia,0.09
ZTF20acynaba,SN Ia,0.07
ZTF20acwqndp,SN Ia,0.05313
ZTF20acwyihb,SN Ia,0.062157
ZTF20acwpaov,SN Ia,0.05913
ZTF20acwkwqn,SN Ia,0.07
ZTF20acvziuf,SN Ia,0.017072
ZTF20acwijiy,SN Ia,0.102
ZTF20acwqqjs,SN IIb,0.0079
ZTF20acvkjrm,SN Ia,0.090698
ZTF20acumxrh,SN Ia,0.07
ZTF20actekrw,SN Ic,0.033
ZTF20acpgokr,SN II,0.027
ZTF20acgyvgs,SN Ia,0.0633
ZTF20aceeeuz,Nova,0.00019
ZTF20acgchsp,SN II,0.0456
ZTF20acfucwr,Nova,0.00017
ZTF20aamiwbp,SN Ia,0.085
ZTF20aaiaaoi,SN Ia-91T-like,0.1375
ZTF19acgcxop,SN Ia,0.086
ZTF19abfwtkw,SN Ia,0.11
ZTF20acyvzef,SN Ia,0.03862
ZTF20acypdlh,CV,-1.0
ZTF20acqlfwb,SN Ia,0.08
ZTF20acxdawc,SN Ia,0.025
ZTF20acwlsro,SN II,0.074
ZTF20acvcxkz,SN Ic-BL,0.0815
ZTF20acqqdkl,SN IIn,0.078
ZTF21aagyxgr,SN Ia,0.0169
ZTF20acqzjqz,SN Ia,0.0241
ZTF20acvejem,SN Ia,0.063
ZTF20acwgnxk,SN Ia,0.039
ZTF20acwfftd,SN Ia,0.02147
ZTF20acviwcr,SN Ia,0.03587
ZTF20acukxat,SN Ia,0.0425460003
ZTF20actnzzk,SN II,0.025144
ZTF20actvpyc,SN Ia,0.08
ZTF20acsfdnn,SN Ia,0.09
ZTF20acpwmui,SN Ia,0.095
ZTF20acoxdas,SN Ia,0.1
ZTF20acnvzga,SN Ia,0.06
ZTF20acwgxhk,SN II,0.021
ZTF20acovrzx,SN Ia,0.0672
ZTF20acopmey,SN Ia-91T-like,0.08
ZTF20acisvli,SN IIn,0.106
ZTF20acikuon,SN Ia,0.0237
ZTF20acvbrbv,SN Ia-91bg-like,0.05
ZTF20acurtpj,SN Ia,0.041
ZTF20acuspji,SN Ia,0.0559
ZTF20acurrzb,SN Ia,0.081
ZTF20aculruc,SN Ia,0.077
ZTF20actpuan,SN Ia,0.075
ZTF20acucbek,SN Ia,0.03889
ZTF20actnzxm,SN II,0.0211309996
ZTF20acpvxmk,SN Ia,0.0384
ZTF20acpzaoa,SN Ib,0.03
ZTF20acpeldz,SN Ia,0.036
ZTF20acoxtxr,SN Ia,0.053987
ZTF20acpkjsn,SN Ia,0.056
ZTF20acnezne,SN II,0.047
ZTF20acmaaan,SN II,0.0187
ZTF20achlced,SN Ia,0.008246
ZTF20acgokbj,SN Ia,0.095
ZTF20acfaonm,SN Ia,0.07363
ZTF20actdeqw,SN Ia,0.045
ZTF20actvgsy,SN Ia,0.10196
ZTF20acordqz,SN Ia,0.042
ZTF20accmutv,SN IIP,0.041
ZTF20acumekm,SN Ia,0.057
ZTF20acuhren,SN II,0.0115
ZTF20acuaqlf,SN II,0.017
ZTF20acrxrfv,SN Ia,0.086
ZTF20acsesce,SN Ia,0.052
ZTF20acrudzk,SN Ia,0.04
ZTF20acphcdv,SN Ia,0.088
ZTF20acphccy,SN Ia,0.065
ZTF20acrbpqd,SN Ia,0.06785
ZTF20acpumut,SN Ia,0.082
ZTF20acpqagp,SN Ia,0.087971
ZTF20acpksoc,SN Ia,0.09
ZTF20acpkled,SN Ia,0.091
ZTF20acowpur,SN Ia,0.063
ZTF20acoyyly,SN Ia,0.047553
ZTF19aanbpus,SN IIb,0.009969
ZTF20acovdho,SN Ia,0.096
ZTF20acoqpbg,SN Ia,0.06017
ZTF20acoaqpm,SN Ia,0.08
ZTF18aahrzkb,SN II,0.010551
ZTF20acjbhhp,SN II,0.050475
ZTF20aciubjh,SN II,0.042
ZTF20acfvgdp,SN II,0.026
ZTF20acectxy,SN II,0.053
ZTF20abjwuju,SN Ia,0.08
ZTF20abisysx,TDE,0.084
ZTF20acwobku,SN IIn,0.035
ZTF20acpyaap,SN Ia,0.02
ZTF20actkmks,SN II,0.02815
ZTF20acpjqxp,SN Ib-pec,0.0065
ZTF20acpjfln,SN Ia,0.038
ZTF20achaxsk,SN II,0.074
ZTF20achawym,SN Ia,0.02746
ZTF20abyxjvm,SN IIn,0.079
ZTF20acbjgoa,SN II,0.015137
ZTF20acvevsn,SN II,0.014
ZTF20acrqeje,SN Ia,0.06
ZTF20acpevli,SN II,0.039641
ZTF20acuzfpk,SN Ia,0.057
ZTF20actvgjx,SN Ia-pec,0.105
ZTF20acplqek,SN Ia,0.083
ZTF20acpkprl,SN Ia,-1.0
ZTF20abzaknn,SN Ia,0.094
ZTF20acqgklx,SN IIn,0.14
ZTF20acumcrz,SN Ia,0.054
ZTF20acpilio,SN Ia,0.05
ZTF20actlvpy,SN Ia,0.11
ZTF20acqelhh,SN Ia,0.06
ZTF20actrwym,SN Ia,0.08
ZTF20acsdykp,SN Ia,0.1
ZTF20achadaa,SN Ia,0.0369
ZTF20achtzug,SN Ia,0.01787
ZTF20actjbaf,SN Ia,0.08
ZTF20acquetr,SN Ia,0.030791
ZTF20aclvvws,SN I,0.02
ZTF18aacnlxz,SN II,0.072475
ZTF20accmtgu,SN IIP,0.057
ZTF20acrzwvx,SN II,0.009954
ZTF20acpknjk,SN Ia,0.045
ZTF20acphsbv,SN Ia,0.1205
ZTF20aclnqle,SLSN-II,0.1465
ZTF20ackdkva,SN Ia,0.11
ZTF20aclgnds,SN Ia,0.08
ZTF20aciuafo,SN Ia,0.115
ZTF20acitbmf,SLSN-I,0.33
ZTF20achuhlt,SN II,0.0344
ZTF20achncxi,SN Ia,0.09
ZTF20acgrwej,SN Ia,0.09
ZTF20acbcfaa,SLSN-II,0.263
ZTF20acjpvyd,SN IIb,0.01
ZTF20abucjsa,SN Ia,0.043
ZTF20abahhml,SN Ia,0.06
ZTF19abirmkt,Nova,0.000177
ZTF19aanbojt,SN Ia,0.048
ZTF18abhhxcp,SN Ia,0.06
ZTF18abltfho,SN IIn,0.055
ZTF18aalcxig,SN Ia,0.074
ZTF18aamigmk,SN Ia,0.017
ZTF18aagrdcs,SN Ib,0.0181
ZTF20acrheie,SN Ia,0.049431
ZTF20acqfssi,SN Ia-91T-like,0.059
ZTF20aciubfx,SN II,0.03107
ZTF20achvdtx,SN II,0.03
ZTF19aaaojck,SN Ia-91T-like,0.06
ZTF20acpjapi,SN Ia,0.024187
ZTF20acpjbgc,SN II,0.01482
ZTF20acphdcg,SLSN-I,0.1
ZTF20aclvtnk,SN II,0.017
ZTF20acpujxl,SN Ia,0.04
ZTF20aclkdlu,Other,0.066
ZTF20acpmxdg,SN Ia,0.05
ZTF19acwiqrc,SN Ia,0.048
ZTF20acnznol,SN Ia,0.032312
ZTF20acoawtj,SN IIn,0.123
ZTF20acoojba,SN Ia,0.117
ZTF20aceqspy,SLSN-I,0.454
ZTF20acjfimy,SN Ia,0.08
ZTF20acgsvwb,SN Ia,0.05
ZTF20acdalpf,SN Ia,0.076
ZTF20accrkpa,SN II,0.081
ZTF20acbekkx,SN IIn,0.087
ZTF20abyiycy,SN Ia,0.07
ZTF20abvaida,SN Ia,0.07
ZTF20acpylns,SN Ia,0.076388
ZTF20acnsgdb,SN Ia,0.07
ZTF20acnigox,SN Ia,0.07
ZTF20aciievv,SN Ia,0.007
ZTF20acpprmy,SN Ia,0.08
ZTF20acphbem,SN Ia,0.08
ZTF20acojxtb,SN Ia,0.05
ZTF20acmafkf,SN Ia,0.12
ZTF20acmzoxo,SN Ia,0.028
ZTF20aclkcuu,SN Ia,0.07
ZTF20aclnplo,SN Ic,0.0347
ZTF20aciwrpn,SN II,0.045
ZTF20achsoln,SN Ia,0.078
ZTF20achrklb,SN Ia-91T-like,0.07
ZTF20acgpqqr,SN Ia,0.05951
ZTF20acgiglu,SN IIb,0.026728
ZTF20accrldu,SN II,0.038
ZTF20acphvzi,CV,0.0
ZTF20acpmgdz,SN Ia,0.04
ZTF20acpkpla,SN Ia,0.068
ZTF20acmbhgy,SN Ia,0.114
ZTF20acotwur,SN Ia,0.05
ZTF20acoplqe,SN II,0.056
ZTF20aclkyjg,SN Ia,0.126
ZTF20acllntr,SN Ia,0.119
ZTF20aclzegl,SN Ia,0.06
ZTF20acijssu,SN Ia,0.104
ZTF20abzcefc,SN II,0.056
ZTF19acxlcdz,SN Ia,0.0369
ZTF20achvmoj,SN Ia,0.040822
ZTF20acfvsze,SN Ia,0.06
ZTF20acgided,SN II,0.017
ZTF20acfvqjl,SN Ia,0.00898
ZTF20abyosmd,SN II,0.02106
ZTF20abwdaeo,SN II,0.020608
ZTF20acntbmx,SN II,0.066
ZTF20acongti,SN II,0.041
ZTF20acoyfpk,SN Ia,0.01
ZTF20acnywhz,SN Ia,0.1
ZTF20acnyxln,SN Ia,0.055
ZTF20acnsinb,SN Ia,0.09
ZTF20acntqoh,SN Ia,0.06
ZTF20ackitai,SN Ia,0.037
ZTF20acjhhqx,SN Ia,0.04
ZTF20acgoxns,SN II,0.032
ZTF20achncvv,SLSN-II,0.1281
ZTF20acgbkji,SN Ia,0.04
ZTF20acfkyll,SN II,0.020721
ZTF20acbiwri,SN II,0.03
ZTF20abwrcmq,SN Iax[02cx-like],0.017
ZTF20acedqis,SN II,0.05
ZTF20ackhzba,SN Ia,0.064
ZTF20acifwef,SN Ia,0.0364
ZTF20acilzkh,SLSN-I,0.44
ZTF20acfviac,SN Ia,0.0365
ZTF20abyyvrw,SN Ia,0.008483
ZTF20acpcuwx,SN Ia,0.05
ZTF20acaczen,SN Ia,0.087
ZTF20acocohy,SN II,0.09
ZTF20acnagjb,SN Ia,0.11
ZTF18abrfccm,SN Ia,0.1
ZTF20aclkvjy,SN IIn,0.075
ZTF20acjzzyr,SN Ia,0.065
ZTF20aclggpx,SN Ia,0.078
ZTF20aclnsts,SN Ia,0.0655
ZTF20acitpfz,TDE,0.02738
ZTF20acoqlav,SN Ia,0.09
ZTF20acobevy,SN Ia,0.08
ZTF20acnvlgg,SN Ia,0.07
ZTF20ackkejs,SN Ia,0.09171
ZTF20acgprcg,SN Ia,0.08
ZTF20acgdycd,SN Ia,0.05
ZTF20aceyolc,SN II,0.0555
ZTF20abxawtg,SN II,0.056392
ZTF20abxtiyh,SN Ia,0.04201
ZTF20acgzjje,SN Ia,0.07
ZTF20abswdbg,SN Ic-BL,0.03
ZTF20acmntog,SN Ia,0.09
ZTF20acixidp,SN Ia,0.07
ZTF20achoqvb,SN Ia,0.03055
ZTF20acklcyp,SN IIn,0.0415
ZTF20ackrqfi,SN Ia,0.07
ZTF20acitoie,SN II,0.02222
ZTF20achstwk,SN Ia,0.09
ZTF20achdwmq,SN Ia,0.06
ZTF20acflmyv,SN Ia,0.103
ZTF20accoccp,SN Ic,0.063928
ZTF20accbsxa,SN Ic,0.074
ZTF20acisbek,SN Ia,0.064094
ZTF20acgznau,SN Ia,0.07
ZTF20acgnenc,SN II,0.093
ZTF20acgnbvv,SN Ia,0.05
ZTF20abyyfmw,SN Ia,0.02581
ZTF20acobamg,SN Ia,0.07
ZTF20aclkuqh,SN Ia,0.03
ZTF20acjetyf,SN Ia,0.033
ZTF20acjsazw,SN Ia,0.06026
ZTF20acizliy,SN Ia,0.04
ZTF20acithxf,SN Ia,0.076326
ZTF20aciowcm,SN Ia,0.09
ZTF20achsfcq,SN Ia,0.097
ZTF20acitojm,SN Ia,0.05
ZTF20acgnelh,SN II,0.04
ZTF20aclflxd,SN Ia,0.08
ZTF20acctbbw,SN Ia,0.05
ZTF20ackpivo,SN Ia,0.13
ZTF19aaabvzh,Other,0.072
ZTF20acjlkpe,SN Ia,0.07
ZTF20abxyiqi,SN II,0.04106
ZTF20abnbilr,SN Ia,0.013786
ZTF20ackobeu,SN Ia,0.1
ZTF20achrgub,SN Ia,0.12
ZTF20achbekh,SN Ia,0.0744
ZTF20abvtybi,SN II,0.04
ZTF20acjutba,SN Ia,0.09
ZTF20aciugdl,SN Ia,0.07
ZTF20aciuakv,SN Ia,0.03496
ZTF20abwktfx,SN Ia,0.027035
ZTF20abxyaje,SN II,0.03784
ZTF20acjrytv,SN Ia,0.060119
ZTF20achwpvs,SN Ia,0.08
ZTF20acdafau,SN Ia,0.016
ZTF20abyzomt,SN II,0.022125
ZTF20ackhoov,SN II,0.014
ZTF20acjjkhr,SN Ia,0.03901
ZTF20achusux,SN II,0.0256
ZTF20accmtgt,SN Ia,0.033
ZTF20achzugy,SN Ia,0.048
ZTF20achtpbn,SN Ia,0.1
ZTF20acgynyw,SN Ia,0.07
ZTF20acgmflv,SN Ia-91T-like,0.116
ZTF20achbejn,SN II,0.04
ZTF20aceqoer,SN Ia,0.11
ZTF20abzpxxu,SN Ia,0.09
ZTF20acbakkg,SN Ia,0.038
ZTF20abzgegm,SN II,0.046
ZTF20abzjoxd,SN IIn,0.0577
ZTF20abzetdf,SN Ia,0.07
ZTF20abmlxrx,SN Ia-CSM,0.095
ZTF20achksbc,SN Ia,0.076
ZTF20acgpigm,SN Ia,0.09
ZTF20acgrvtr,SN Ia,0.075
ZTF20abxyaqc,SN Ia,0.0555
ZTF20abvyare,SN Ia,0.047506
ZTF20acgkuay,SN Ia-91bg-like,0.04846
ZTF20achatyv,SN Ia,0.067767
ZTF20aciigcw,SN Ia,0.04
ZTF20aciaxil,SN Ia,0.07
ZTF20achvmjr,SN Ia,0.07
ZTF20abgjbpj,SN Ia,0.135
ZTF20abjwjrx,SLSN-I,0.153
ZTF20abgbxby,SLSN-I,0.283
ZTF20abawhtd,SLSN-II,0.123
ZTF20aavkomc,SN II,0.093
ZTF20acinuir,CV,-1.0
ZTF20achdcni,SN Ia,0.106
ZTF20achtxbi,SN Ia,0.07
ZTF20acgmqgv,SN Ia,0.08
ZTF20acgremo,SN Ia,0.05
ZTF20acgmvsn,SN Ia,0.08
ZTF19aarmtgu,SN Ia,0.04185
ZTF20acghajc,Varstar,0.0
ZTF20accodxy,SN Ia,0.075
ZTF20acdnmpv,SN Ia,0.065
ZTF20acajvrj,SN Ia,0.0705
ZTF20abzfoyg,SN Ia,0.075
ZTF20abyskia,SN Ia,0.08
ZTF20abywydb,SN II,0.04
ZTF20abyleyk,SN Ia,0.0459
ZTF20abxidyb,SN Ia,0.099
ZTF20abvqilf,SN Ia,0.045
ZTF20abqsrfe,SN Ia,0.116
ZTF20abpuijn,SN Ia,0.06624
